"","Site_ID","Behavior","mean_dur_h","med_dur_h","min_dur_h","max_dur_h"
"1","ABE","Transit",0.844392861111111,0.661649041666667,0.483204277777778,1.57106908333333
"2","ABE","Total",0.844392861111111,0.661649041666667,0.483204277777778,1.57106908333333
