"","Site_ID","Behavior","mean_dur_h","med_dur_h","min_dur_h","max_dur_h"
"1","ABE","Transit",0.844392861111111,0.661649041666667,0.483204277777778,1.57106908333333
"2","ABE","Total",0.844392861111111,0.661649041666667,0.483204277777778,1.57106908333333
"3","ABW","Maneuver",1.05553638095238,1.0383415,0.448118388888889,1.65399316666667
"4","ABW","Transit",2.69179310501355,2.45587941666667,0.440739194444444,7.93893427777778
"5","ABW","Total",2.80362552314815,2.56231522222222,0.502266222222222,7.93893427777778
