"","Site_ID","Dep","Begin_Date_loc","Behav","N_ves"
"65","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-18,"Maneuver",0
"66","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-18,"Total",0
"67","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-19,"Transit",0
"68","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-19,"Maneuver",0
"69","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-19,"Total",0
"70","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-20,"Transit",0
"71","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-20,"Maneuver",0
"72","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-20,"Total",0
"73","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-21,"Transit",0
"74","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-21,"Maneuver",0
"75","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-21,"Total",0
"76","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-22,"Transit",0
"77","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-22,"Maneuver",0
"78","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-22,"Total",0
"79","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-23,"Transit",0
"80","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-23,"Maneuver",0
"81","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-23,"Total",0
"82","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-24,"Transit",0
"83","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-24,"Maneuver",0
"84","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-24,"Total",0
"85","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-25,"Transit",0
"86","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-25,"Maneuver",0
"87","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-25,"Total",0
"88","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-26,"Transit",0
"89","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-26,"Maneuver",0
"90","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-26,"Total",0
"91","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-27,"Transit",0
"92","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-27,"Maneuver",0
"93","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-27,"Total",0
"94","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-28,"Transit",0
"95","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-28,"Maneuver",0
"96","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-28,"Total",0
"97","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-29,"Transit",0
"98","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-29,"Maneuver",0
"99","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-29,"Total",0
"100","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-30,"Transit",0
"101","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-30,"Maneuver",0
"102","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-30,"Total",0
"103","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-31,"Transit",0
"104","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",2023-07-31,"Maneuver",0
