term,estimate,std.error,statistic,p.value,Dep_ID,depth_m
SL,154.94123647494763,5.738906480088634,26.99839020073292,1.4184222138920288e-49,ABE_D1,50
loss_geo,22.287488702029293,2.5741350936510763,8.658243600734018,5.444284567653024e-14,ABE_D1,50
loss_abs,1.200659560571609e-4,0.0022649527067639314,0.05301035897950649,0.9578224982085182,ABE_D1,50
