"","Site_ID","mean_dur_h","med_dur_h","min_dur_h","max_dur_h","Behavior","mean_dur_m","med_dur_m","min_dur_m","max_dur_m"
"1","ABE",0.675514288888889,0.630652166666667,0.0241244722222222,1.54694461111111,"Total",40.5308573333333,37.83913,1.44746833333333,92.8166766666667
"2","ABW",1.57003029296296,1.42138077777778,0.250453333333333,4.03013966666667,"Total",94.2018175777778,85.2828466666667,15.0272,241.80838
"3","ABE",0.675514288888889,0.630652166666667,0.0241244722222222,1.54694461111111,"Transit",40.5308573333333,37.83913,1.44746833333333,92.8166766666667
"4","ABW",1.05553638095238,1.0383415,0.448118388888889,1.65399316666667,"Maneuver",63.3321828571429,62.30049,26.8871033333333,99.23959
"5","ABW",1.62299290155229,1.46459576388889,0.250453333333333,4.03013966666667,"Transit",97.3795740931373,87.8757458333333,15.0272,241.80838
