"","Site_ID","Dep","Begin_Hour_loc","Behav","N_ves"
"66","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",21,"Total",0
"67","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",22,"Transit",0
"68","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",22,"Maneuver",0
"69","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",22,"Total",0
"70","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",23,"Transit",0
"71","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",23,"Maneuver",0
"72","ABE","PARKSAUSTRALIA_ABROLHOS_202306_ABE",23,"Total",0
"73","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",0,"Transit",3
"74","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",0,"Maneuver",0
"75","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",0,"Total",3
"76","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",1,"Transit",4
"77","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",1,"Maneuver",0
"78","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",1,"Total",4
"79","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",2,"Transit",4
"80","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",2,"Maneuver",0
"81","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",2,"Total",4
"82","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",3,"Transit",4
"83","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",3,"Maneuver",0
"84","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",3,"Total",4
"85","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",4,"Transit",2
"86","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",4,"Maneuver",0
"87","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",4,"Total",2
"88","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",5,"Transit",1
"89","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",5,"Maneuver",0
"90","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",5,"Total",1
"91","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",6,"Transit",6
"92","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",6,"Maneuver",0
"93","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",6,"Total",6
"94","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",7,"Transit",3
"95","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",7,"Maneuver",0
"96","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",7,"Total",3
"97","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",8,"Transit",3
"98","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",8,"Maneuver",0
"99","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",8,"Total",3
"100","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",9,"Transit",3
"101","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",9,"Maneuver",0
"102","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",9,"Total",3
"103","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",10,"Transit",1
"104","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",10,"Maneuver",0
"105","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",10,"Total",1
"106","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",11,"Transit",1
"107","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",11,"Maneuver",0
"108","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",11,"Total",1
"109","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",12,"Transit",5
"110","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",12,"Maneuver",1
"111","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",12,"Total",6
"112","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",13,"Transit",0
"113","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",13,"Maneuver",2
"114","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",13,"Total",2
"115","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",14,"Transit",5
"116","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",14,"Maneuver",1
"117","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",14,"Total",6
"118","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",15,"Transit",5
"119","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",15,"Maneuver",0
"120","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",15,"Total",5
"121","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",16,"Transit",3
"122","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",16,"Maneuver",0
"123","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",16,"Total",3
"124","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",17,"Transit",1
"125","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",17,"Maneuver",2
"126","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",17,"Total",3
"127","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",18,"Transit",3
"128","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",18,"Maneuver",0
"129","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",18,"Total",3
"130","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",19,"Transit",1
"131","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",19,"Maneuver",0
"132","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",19,"Total",1
"133","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",20,"Transit",2
"134","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",20,"Maneuver",1
"135","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",20,"Total",3
"136","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",21,"Transit",3
"137","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",21,"Maneuver",0
"138","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",21,"Total",3
"139","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",22,"Transit",2
"140","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",22,"Maneuver",0
"141","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",22,"Total",2
"142","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",23,"Transit",3
"143","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",23,"Maneuver",0
"144","ABW","PARKSAUSTRALIA_ABROLHOS_202306_ABW",23,"Total",3
