term,estimate,std.error,statistic,p.value,Dep_ID,depth_m
SL,153.60457864344582,6.06113573764581,25.3425406214557,8.055520831323491e-45,ABE_D1_,50
loss_geo,21.616390822652015,2.7414984693146467,7.884881594719965,4.46206636541352e-12,ABE_D1_,50
loss_abs,0.0010708947583245021,0.0025646793065881375,0.4175550352722822,0.6771858751726216,ABE_D1_,50
