"","Site_ID","Behavior","mean_dur_h","med_dur_h","min_dur_h","max_dur_h"
"1","CEC","Transit",1.82927493434343,1.38173366666667,0.560157027777778,5.85208194444444
"2","CEC","Total",1.82927493434343,1.38173366666667,0.560157027777778,5.85208194444444
