"","Site_ID","mean_dur_h","med_dur_h","min_dur_h","max_dur_h","Behavior","mean_dur_m","med_dur_m","min_dur_m","max_dur_m"
"1","CEC",1.67683535648148,1.11496218055556,0.560157027777778,5.85208194444444,"Total",100.610121388889,66.8977308333333,33.6094216666667,351.124916666667
"2","CEN",1.79846238888889,0.753040194444444,0.138819083333333,6.99798888888889,"Total",107.907743333333,45.1824116666667,8.329145,419.879333333333
"3","CEC",1.67683535648148,1.11496218055556,0.560157027777778,5.85208194444444,"Transit",100.610121388889,66.8977308333333,33.6094216666667,351.124916666667
"4","CEN",1.79846238888889,0.753040194444444,0.138819083333333,6.99798888888889,"Transit",107.907743333333,45.1824116666667,8.329145,419.879333333333
