term,estimate,std.error,statistic,p.value,Dep_ID,depth_m
SL,158.46376650798675,15.13788690362501,10.468024204226289,5.501478247894727e-20,CEC_D1,310
loss_geo,19.930321923110306,6.407397172083274,3.1105176388855327,0.0022008976025273278,CEC_D1,310
loss_abs,0.009198360929353475,0.004247594080172862,2.1655461317007805,0.03178187002287532,CEC_D1,310
