"","Site_ID","Behavior","mean_dur_h","med_dur_h","min_dur_h","max_dur_h"
"1","CEC","Transit",2.01220242777778,1.52757851388889,0.560157027777778,6.88773494444444
"2","CEC","Total",2.01220242777778,1.52757851388889,0.560157027777778,6.88773494444444
"3","CEN","Transit",2.82615518253968,1.41711997222222,0.795433416666667,6.99798888888889
"4","CEN","Total",2.82615518253968,1.41711997222222,0.795433416666667,6.99798888888889
