term,estimate,std.error,statistic,p.value,Dep_ID,depth_m
SL,148.1526588312646,24.867325168117656,5.957723954211642,1.8978631542559717e-8,CEN_D1,365
loss_geo,16.76809972119073,10.28249239886311,1.630742729558906,0.10514517600207174,CEN_D1,365
loss_abs,0.0054409793720574355,0.0060205543087654785,0.9037339575420448,0.3676563982567653,CEN_D1,365
