term,estimate,std.error,statistic,p.value,Dep_ID,depth_m
SL,157.22603344194252,14.558345177522046,10.799718754072275,5.232871437570241e-21,CEC_D1,310
loss_geo,20,6.136285259521874,3.259300888752743,0.0013504588971440714,CEC_D1,310
loss_abs,0.006820069803500756,0.003980520333185206,1.7133613780697226,0.08847978047196578,CEC_D1,310
