Filename,Date,Selection,RMS,PeakFreq,PeakLev,Verified,used,ins_sm,out_sm,ins_med,out_med,ins_lg,out_lg,pins_sm,pins_med,pins_lg,pins_ovrll,begin_file_date,seln_num,View,Channel,Begin_Time,End_Time,Low_Freq,High_Freq,Begin_Date,Begin_Clock,End_Clock,Delta_Time_s,Behavior,Notes,Dep,Site_ID,DeltaHours,Hr_time,Hr_local,Begin_Hour_loc,Begin_Date_loc,Weekday
805830683.190102005940_sel01_S6.wav,190102000000,S6,119.2342293,177,112.644807,1,1,10,0,45,6,0,45,1,0.8823529411764706,0,0.9016393442622951,2019-01-02,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.190108005940_sel01_S17.wav,190108000000,S17,119.529624,339,104.3539713,1,1,23,0,31,42,0,52,1,0.4246575342465753,0,0.5625,2019-01-08,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.190113005940_sel01_S10.wav,190113000000,S10,123.2457498,77,114.949591,1,1,8,0,44,0,3,39,1,1,0.07142857142857142,1,2019-01-13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.190113005940_sel03_S13.wav,190113000000,S13,120.7277897,82,111.4066092,1,1,12,0,43,11,0,46,1,0.7962962962962963,0,0.8333333333333334,2019-01-13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.190114005940_sel04_S12.wav,190114000000,S12,130.4460431,171,120.4078987,1,1,4,0,30,0,21,15,1,1,0.5833333333333334,1,2019-01-14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.190114005940_sel05_S13.wav,190114000000,S13,113.5521986,144,97.30885882,1,1,41,0,11,78,0,21,1,0.12359550561797752,0,0.4,2019-01-14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.190114005940_sel07_S15.wav,190114000000,S15,117.8610495,395,102.0279992,1,1,29,0,25,54,0,45,1,0.31645569620253167,0,0.5,2019-01-14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.190114005940_sel09_S16.wav,190114000000,S16,119.8351739,381,100.6278653,1,1,32,0,21,61,0,38,1,0.25609756097560976,0,0.4649122807017544,2019-01-14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.190114005940_sel01_S5.wav,190114000000,S5,121.4587358,71,111.2711801,1,1,12,0,43,11,0,46,1,0.7962962962962963,0,0.8333333333333334,2019-01-14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.190115005940_sel02_S12.wav,190115000000,S12,121.0632535,269,99.18180902,1,1,36,0,17,68,0,31,1,0.2,0,0.4380165289256198,2019-01-15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.181219005940_sel01_S6.wav,181219000000,S6,114.1340184,473,90.40288309,1,1,48,15,0,84,0,0,0.7619047619047619,0,NA,0.32653061224489793,2018-12-19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.181226005940_sel01_S11.wav,181226000000,S11,122.9784359,172,112.103774,1,1,11,0,44,8,0,45,1,0.8461538461538461,0,0.873015873015873,2018-12-26,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.181227005940_sel01_S10.wav,181227000000,S10,128.304411,187,111.2143763,1,1,12,0,43,12,0,46,1,0.7818181818181819,0,0.8208955223880597,2018-12-27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.181228005940_sel01_S12.wav,181228000000,S12,117.5076715,2341,92.01672107,1,1,49,8,0,91,0,0,0.8596491228070176,0,NA,0.3310810810810811,2018-12-28,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.181229005940_sel01_S1.wav,181229000000,S1,120.1279919,122,102.1678224,1,1,29,0,25,53,0,46,1,0.32051282051282054,0,0.5046728971962616,2018-12-29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.190102005940_sel01_S7.wav,190102000000,S7,125.2008359,86,113.1347316,1,1,10,0,45,4,0,44,1,0.9183673469387755,0,0.9322033898305084,2019-01-02,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.190103005940_sel01_S3.wav,190103000000,S3,124.3396335,142,103.0329317,1,1,26,0,28,49,0,50,1,0.36363636363636365,0,0.5242718446601942,2019-01-03,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805830683.190106005940_sel01_S7.wav,190106000000,S7,125.4571282,159,116.9581861,1,1,6,0,39,0,10,30,1,1,0.25,1,2019-01-06,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
