term,estimate,std.error,statistic,p.value,Dep_ID,depth_m
SL,149.40918616246964,15.838593460161398,9.433235756588902,1.3474685468924614e-15,BRE_D1,79.5
loss_geo,19.351671769325623,7.726557782570178,2.504565721747368,0.013828454709593029,BRE_D1,79.5
loss_abs,0,0.00982789198353768,0,1,BRE_D1,79.5
